類型代號,基金統編,基金名稱,手續費_累積金額,手續費_比率,交易稅_累積金額,交易稅_比率,股票ETF及指數型基金申購/買回交易費_累積金額,股票ETF及指數型基金申購/買回交易費_比率,經理費_累積金額,經理費_比率,保管費_累積金額,保管費_比率,保證費_累積金額,保證費_比率,其他項費用_累積金額,其他項費用_比率,合計_累積金額,合計_比率
AE23,25620891,復華高益策略組合基金 (本基金有相當比重投資於持有非投資等級高風險債券之基金),4118,0.00%,0,0.00%,0,0.00%,3524520,0.22%,359144,0.02%,0,0.00%,26835,0.00%,3914617,0.25%
AA2,25676249,復華全球原物料基金,4085515,0.29%,471026,0.03%,0,0.00%,4551651,0.32%,546199,0.04%,0,0.00%,142514,0.01%,9796905,0.70%
AE23,26204036,復華新興債股動力組合基金,190981,0.02%,0,0.00%,0,0.00%,2224653,0.19%,270591,0.02%,0,0.00%,19447,0.00%,2705672,0.23%
AA2,26276235,復華大中華中小策略基金,1219813,0.13%,1185754,0.13%,0,0.00%,2932215,0.32%,351865,0.04%,0,0.00%,54544,0.01%,5744191,0.63%
AC21,26305800,復華新興市場短期收益基金 (本基金有相當比重投資於非投資等級之高風險債券),3978,0.00%,0,0.00%,0,0.00%,1811402,0.16%,293027,0.03%,0,0.00%,17035,0.00%,2125442,0.19%
AC23,26305816,復華新興市場非投資等級債券基金 (基金之配息來源可能為本金),2827,0.00%,0,0.00%,0,0.00%,1218545,0.22%,225653,0.04%,0,0.00%,82483,0.01%,1529508,0.27%
AA2,26334404,復華東協世紀基金,258682,0.07%,119430,0.03%,0,0.00%,1227414,0.32%,147285,0.04%,0,0.00%,108160,0.03%,1860971,0.49%
AH21,31835478,復華滬深300 A股基金,26657,0.00%,7244,0.00%,112107,0.01%,964478,0.12%,128597,0.02%,0,0.00%,191229,0.02%,1206098,0.15%
AC21,31901878,復華南非幣短期收益基金 (本基金有一定比重得投資於非投資等級之高風險債券且基金之配息來源可能為本金),0,0.00%,0,0.00%,0,0.00%,1210869,0.16%,193739,0.03%,0,0.00%,27185,0.00%,1431793,0.19%
AC21,31901899,復華南非幣長期收益基金 (本基金有一定比重得投資於非投資等級之高風險債券且基金之配息來源可能為本金),0,0.00%,0,0.00%,0,0.00%,1655856,0.19%,262177,0.03%,0,0.00%,28765,0.00%,1946798,0.23%
AA2,31980113,復華全球消費基金,436706,0.10%,6981,0.00%,0,0.00%,1382051,0.32%,179660,0.04%,0,0.00%,100192,0.02%,2105590,0.49%
AA2,31980129,復華美國新星基金,4632573,0.17%,414279,0.01%,0,0.00%,9040028,0.32%,678005,0.02%,0,0.00%,113494,0.00%,14878379,0.53%
AE23,38547000,復華全球戰略配置強基金 (本基金有相當比重投資於持有非投資等級高風險債券之基金),29470,0.00%,0,0.00%,0,0.00%,4100338,0.20%,472544,0.02%,0,0.00%,15731,0.00%,4618083,0.22%
AB2,42303499,復華中國新經濟平衡基金 (本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),4535677,0.24%,1223988,0.06%,0,0.00%,4972210,0.26%,745822,0.04%,0,0.00%,30176,0.00%,11507873,0.60%
AA2,42303511,復華中國新經濟A股基金,11009844,0.29%,3867421,0.10%,0,0.00%,12336572,0.32%,1603758,0.04%,0,0.00%,101343,0.00%,28918938,0.76%
AH23,42329863,復華恒生單日正向二倍基金,451642,0.02%,0,0.00%,1508174,0.06%,3742465,0.15%,669709,0.03%,0,0.00%,271845,0.01%,3627487,0.15%
AH23,42329879,復華恒生單日反向一倍基金,17086,0.01%,0,0.00%,5137,0.00%,274401,0.15%,49104,0.03%,0,0.00%,110054,0.06%,445508,0.25%
AA2,42400078,復華全球物聯網科技基金,41809153,0.20%,14038049,0.07%,0,0.00%,68636816,0.32%,8922788,0.04%,0,0.00%,75156,0.00%,133481962,0.63%
AE1,42450246,復華台灣智能基金,0,0.00%,0,0.00%,0,0.00%,18732589,0.15%,2245253,0.02%,0,0.00%,22061,0.00%,20999903,0.17%
AH22,42529932,復華1至5年期非投資等級債券基金 (基金之配息來源可能為收益平準金),0,0.00%,0,0.00%,0,0.00%,1730800,0.05%,576918,0.02%,0,0.00%,394010,0.01%,2701728,0.08%
AH25,42529948,復華富時不動產證券化基金 (基金之配息來源可能為收益平準金),6780623,0.02%,0,0.00%,3533986,0.01%,17269744,0.04%,5526311,0.01%,0,0.00%,3720581,0.01%,29763273,0.07%
AH22,42529953,復華新興市場10年期以上債券基金 (基金之配息來源可能為收益平準金),0,0.00%,0,0.00%,0,0.00%,9321530,0.06%,2663298,0.02%,0,0.00%,1557186,0.01%,13542014,0.08%
AA2,72938499,復華亞太神龍科技基金,30264916,0.27%,9731530,0.09%,0,0.00%,36518269,0.32%,4747372,0.04%,0,0.00%,118398,0.00%,81380485,0.72%
AH11,72957164,復華富時台灣高股息低波動基金 (基金之配息來源可能為收益平準金且本基金並無保證收益及配息),427357,0.02%,1424220,0.06%,2182415,0.09%,1382551,0.06%,138262,0.01%,0,0.00%,247526,0.01%,1437501,0.06%
AH22,73688934,復華15年期以上製藥業債券ETF基金 (基金之配息來源可能為收益平準金),0,0.00%,0,0.00%,0,0.00%,1711240,0.06%,470591,0.02%,0,0.00%,351855,0.01%,2533686,0.10%
AH22,73688977,復華15年期以上能源業債券ETF基金 (基金之配息來源可能為收益平準金),0,0.00%,0,0.00%,0,0.00%,186290,0.06%,51220,0.02%,0,0.00%,134699,0.05%,372209,0.13%
AH22,73689048,復華新興市場企業債券ETF基金 (基金之配息來源可能為收益平準金),0,0.00%,0,0.00%,0,0.00%,10227827,0.04%,2454674,0.01%,0,0.00%,1779377,0.01%,14461878,0.06%
AH22,74424708,復華美國20年期以上公債ETF基金 (基金之配息來源可能為收益平準金),0,0.00%,0,0.00%,0,0.00%,5665549,0.02%,2832778,0.01%,0,0.00%,1003189,0.00%,9501516,0.03%
AH22,74726020,復華1至5年期美元特選信用債券ETF基金 (基金之配息來源可能為收益平準金),0,0.00%,0,0.00%,0,0.00%,6151322,0.04%,1968411,0.01%,0,0.00%,1094765,0.01%,9214498,0.06%
AH22,74726062,復華20年期以上A3級以上公司債券ETF基金 (基金之配息來源可能為收益平準金),0,0.00%,0,0.00%,0,0.00%,6646422,0.03%,1993937,0.01%,0,0.00%,1189762,0.01%,9830121,0.05%
AC21,73723952,復華十年到期新興市場債券基金 (本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),0,0.00%,0,0.00%,0,0.00%,12362466,0.14%,1599850,0.02%,0,0.00%,19293,0.00%,13981609,0.16%
AC21,75983209,復華十年到期精選新興市場債券基金 (本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),0,0.00%,0,0.00%,0,0.00%,2940842,0.13%,389751,0.02%,0,0.00%,19293,0.00%,3349886,0.15%
AI2,76330641,復華美元非投資等級債券指數基金 (基金之配息來源可能為本金),0,0.00%,0,0.00%,0,0.00%,5669686,0.11%,809953,0.02%,0,0.00%,477352,0.01%,6956991,0.14%
AI2,76330678,復華5至10年期投資等級債券指數基金,0,0.00%,0,0.00%,0,0.00%,20316756,0.08%,3250665,0.01%,0,0.00%,2290765,0.01%,25858186,0.10%
AI2,76330804,復華已開發國家300股票指數基金,1327988,0.00%,153457,0.00%,742218,0.00%,31713148,0.10%,5285508,0.02%,0,0.00%,2959685,0.01%,40697568,0.12%
AI2,76918620,復華美國標普500低波動指數基金,143360,0.03%,0,0.00%,9492,0.00%,481017,0.10%,128282,0.03%,0,0.00%,123813,0.02%,866980,0.17%
AI2,76918656,復華新興亞洲3至10年期美元債券指數基金 (本基金有相當比重投資於非投資等級之高風險債券),0,0.00%,0,0.00%,0,0.00%,1433423,0.10%,382246,0.03%,0,0.00%,195697,0.01%,2011366,0.14%
AI2,76918662,復華新興市場3年期以上美元主權及類主權債券指數基金 (本基金有相當比重投資於非投資等級之高風險債券),0,0.00%,0,0.00%,0,0.00%,3703765,0.10%,617293,0.02%,0,0.00%,356018,0.01%,4677076,0.12%
AH21,78744463,復華中國5G通信ETF基金,486093,0.01%,162111,0.00%,1467905,0.03%,6135224,0.15%,681687,0.02%,0,0.00%,340769,0.01%,6337979,0.15%
AA1,88122295,復華台灣好收益基金,2429692,0.06%,4787695,0.12%,0,0.00%,10235107,0.26%,767638,0.02%,0,0.00%,17007,0.00%,18237139,0.46%
AH21,88391777,復華美國標普500成長ETF基金,1000719,0.01%,0,0.00%,998414,0.01%,8899743,0.06%,2447441,0.02%,0,0.00%,1534790,0.01%,12884279,0.09%
AH11,88399314,復華台灣科技優息ETF基金 (基金之配息來源可能為收益平準金且本基金並無保證收益及配息),59392902,0.05%,136264238,0.11%,102188732,0.08%,61847730,0.05%,6184779,0.00%,0,0.00%,7448773,0.01%,168949690,0.13%
AC21,93151024,復華三至八年機動到期A級債券美元基金,0,0.00%,0,0.00%,0,0.00%,673190,0.08%,161567,0.02%,0,0.00%,18798,0.00%,853555,0.10%
AC21,93151045,復華二年半至五年機動到期A級債券美元基金,0,0.00%,0,0.00%,0,0.00%,512667,0.08%,123038,0.02%,0,0.00%,18798,0.00%,654503,0.10%
AC21,93151066,復華三至八年機動到期A級債券台幣基金,0,0.00%,0,0.00%,0,0.00%,1847716,0.08%,443453,0.02%,0,0.00%,18939,0.00%,2310108,0.10%
AA1,93212009,復華台灣科技高股息基金 (本基金並無保證收益及配息),2879619,0.07%,4729122,0.12%,0,0.00%,10497235,0.26%,852895,0.02%,0,0.00%,19575,0.00%,18978446,0.47%
AH21,93220253,復華日本護城河優勢龍頭企業ETF基金,188871,0.00%,0,0.00%,290238,0.01%,3858325,0.10%,964586,0.02%,0,0.00%,570048,0.01%,5291592,0.13%
AL11,649777,復華台灣未來50主動式ETF基金 (基金之配息來源可能為收益平準金),14397188,0.07%,17285848,0.08%,10362418,0.05%,33600053,0.16%,1353402,0.01%,0,0.00%,406367,0.00%,56680440,0.27%
AA1,81594690,永豐永豐基金,1458436,0.07%,2339673,0.11%,0,0.00%,5639040,0.26%,532695,0.02%,0,0.00%,36390,0.00%,10006234,0.46%
AD1,73982015,永豐貨幣市場基金,0,0.00%,0,0.00%,0,0.00%,4204563,0.01%,2564242,0.01%,0,0.00%,151471,0.00%,6920276,0.02%
AA1,73992013,永豐領航科技基金,558811,0.05%,942222,0.08%,0,0.00%,3231716,0.28%,332380,0.03%,0,0.00%,27616,0.00%,5092745,0.45%
AA1,13998344,永豐中小基金,1237576,0.09%,1943682,0.13%,0,0.00%,3739655,0.26%,350822,0.02%,0,0.00%,33552,0.00%,7305287,0.50%
AB1,14706582,永豐趨勢平衡基金,319764,0.05%,536903,0.09%,0,0.00%,1128947,0.19%,112870,0.02%,0,0.00%,29087,0.01%,2127571,0.37%
AA2,48890039,永豐主流品牌基金,55795,0.02%,18796,0.01%,0,0.00%,834759,0.32%,108491,0.04%,0,0.00%,34347,0.01%,1052188,0.41%
AA2,25599877,永豐亞洲民生消費基金,68927,0.03%,48945,0.02%,0,0.00%,665196,0.32%,86453,0.04%,0,0.00%,212684,0.10%,1082205,0.53%
AE22,26304859,永豐新興市場及非投資等級雙債組合基金 (本基金主要投資於高風險非投資等級債券基金且基金之配息來源可能為本金),8140,0.00%,0,0.00%,0,0.00%,345952,0.18%,43978,0.02%,0,0.00%,27776,0.01%,425846,0.22%
AH11,26332314,永豐臺灣加權ETF基金,0,0.00%,0,0.00%,0,0.00%,127062,0.05%,13867,0.01%,0,0.00%,103450,0.04%,244379,0.10%
AA2,31812778,永豐中國經濟建設基金,179447,0.03%,145739,0.03%,0,0.00%,1592855,0.29%,230026,0.04%,0,0.00%,238400,0.04%,2386467,0.44%
AC21,31909604,永豐新興市場企業債券基金 (本基金可投資於相當比例非投資等級之高風險債券且基金之配息來源可能為本金),5856,0.00%,0,0.00%,0,0.00%,681572,0.26%,110631,0.04%,0,0.00%,36395,0.01%,834454,0.32%
AI2,31977594,永豐滬深300紅利指數基金,89409,0.01%,22638,0.00%,0,0.00%,2376650,0.16%,522800,0.04%,0,0.00%,454117,0.03%,3465614,0.24%
AE23,72955567,永豐全球多元入息基金 (本基金有相當比重投資於非投資等級之高風險債券基金且配息來源可能為本金),0,0.00%,0,0.00%,0,0.00%,286131,0.20%,34372,0.02%,0,0.00%,35695,0.03%,356198,0.25%
AH22,75981027,永豐10年期以上美元A級公司債券ETF基金,0,0.00%,0,0.00%,0,0.00%,4730123,0.03%,1419012,0.01%,0,0.00%,674879,0.00%,6824014,0.05%
AH22,76340768,永豐1至3年期美國公債ETF基金,0,0.00%,0,0.00%,0,0.00%,49063,0.02%,40137,0.01%,0,0.00%,25736,0.01%,114936,0.04%
AH22,76340774,永豐20年期以上美國公債ETF基金,0,0.00%,0,0.00%,0,0.00%,2346119,0.02%,1407670,0.01%,0,0.00%,381110,0.00%,4134899,0.03%
AH21,76340789,永豐美國大型500股票ETF基金,445079,0.01%,0,0.00%,565821,0.01%,2036805,0.05%,1425744,0.03%,0,0.00%,419838,0.01%,3761645,0.09%
AA1,77074486,永豐臺灣ESG永續優選基金,93422,0.02%,217987,0.06%,0,0.00%,758093,0.19%,75754,0.02%,0,0.00%,15394,0.00%,1160650,0.30%
AH21,88171696,永豐中國科技50大ETF基金,567348,0.01%,333569,0.01%,2345004,0.04%,7366180,0.12%,1178566,0.02%,0,0.00%,481599,0.01%,7582258,0.12%
AH11,88171719,永豐台灣ESG永續優質ETF基金,232262,0.00%,775336,0.01%,683017,0.01%,2700423,0.04%,324024,0.00%,0,0.00%,627073,0.01%,3976101,0.06%
AH21,88172098,永豐美國科技ETF基金,67417,0.04%,0,0.00%,0,0.00%,92277,0.06%,55352,0.03%,0,0.00%,114864,0.07%,329910,0.20%
AH11,88255098,永豐台灣智能車供應鏈ETF基金,306884,0.01%,1024358,0.05%,1353383,0.06%,1371899,0.06%,120023,0.01%,0,0.00%,271338,0.01%,1741119,0.08%
AH11,88313702,永豐台灣優選入息存股ETF基金,280369,0.01%,939555,0.03%,1254632,0.04%,2138547,0.07%,166303,0.01%,0,0.00%,311181,0.01%,2581323,0.09%
AA2,88321772,永豐ESG全球數位基礎建設基金 (本基金配息來源可能為本金),118533,0.02%,31053,0.01%,0,0.00%,1598098,0.29%,230432,0.04%,0,0.00%,25429,0.00%,2003545,0.36%
AC21,88396169,永豐全球基礎建設及公用事業投資等級債券基金 (本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),0,0.00%,0,0.00%,0,0.00%,879941,0.19%,168448,0.04%,0,0.00%,20755,0.00%,1069144,0.24%
AH11,93104629,永豐台灣ESG低碳高息40ETF基金,930230,0.02%,3108499,0.07%,4077526,0.09%,2802277,0.06%,245176,0.01%,0,0.00%,397889,0.01%,3406545,0.08%
AC21,93149463,永豐四年到期美國優質投資等級債券基金 (本基金配息來源可能為本金),0,0.00%,0,0.00%,0,0.00%,825955,0.08%,198139,0.02%,0,0.00%,20829,0.00%,1044923,0.10%
AJ2,93216531,永豐創新醫療多重資產基金 (本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),155140,0.02%,0,0.00%,0,0.00%,2571667,0.28%,383374,0.04%,0,0.00%,26100,0.00%,3136281,0.34%
AH22,513624,永豐15年期以上ESG投資等級美元銀行債ETF基金 (本基金之配息來源可能為收益平準金),0,0.00%,0,0.00%,0,0.00%,936738,0.06%,321142,0.02%,0,0.00%,228548,0.01%,1486428,0.09%
AC21,527444,永豐三至六年機動到期成熟市場優先順位投資級債券基金 (本基金配息來源可能為本金),0,0.00%,0,0.00%,0,0.00%,684061,0.08%,164072,0.02%,0,0.00%,20828,0.00%,868961,0.10%
AD1,80907786,中國信託華盈貨幣市場基金,0,0.00%,0,0.00%,0,0.00%,10181417,0.02%,4072568,0.01%,0,0.00%,372434,0.00%,14626419,0.02%
AA1,48893417,中國信託台灣活力基金,188285,0.03%,261683,0.04%,0,0.00%,1820387,0.26%,170657,0.02%,0,0.00%,20220,0.00%,2461232,0.35%
AB2,42443702,中國信託樂齡收益平衡基金 (本基金有相當比重投資於非投資等級之高風險債券且本基金之配息來源可能為本金),14178,0.01%,0,0.00%,0,0.00%,673728,0.27%,106999,0.04%,0,0.00%,20205,0.01%,815110,0.33%
AA2,72964670,中國信託智慧城市建設基金,118077,0.06%,10020,0.00%,0,0.00%,656547,0.32%,88633,0.04%,0,0.00%,21019,0.01%,894296,0.44%
AH23,73680567,中國信託MSCI中國外資自由投資50不含A及B股單日正向2倍ETF基金,406702,0.00%,0,0.00%,2698261,0.03%,13128805,0.15%,2865451,0.03%,0,0.00%,1345034,0.02%,15047731,0.17%
AH21,73680588,中國信託MSCI中國外資自由投資50不含A及B股ETF基金,463333,0.01%,125169,0.00%,1212088,0.01%,13534022,0.16%,2460731,0.03%,0,0.00%,1138516,0.01%,16509683,0.20%
AH22,74707446,中國信託10年期以上高評級美元公司債券ETF基金 (本基金之配息來源可能為收益平準金),0,0.00%,0,0.00%,0,0.00%,38882080,0.03%,15552826,0.01%,0,0.00%,4975027,0.00%,59409933,0.05%
AH22,74707494,中國信託10年期以上優先順位金融債券ETF基金 (本基金之配息來源可能為收益平準金),0,0.00%,0,0.00%,0,0.00%,30969471,0.03%,9290837,0.01%,0,0.00%,3975926,0.00%,44236234,0.05%
AH22,75959067,中國信託美國政府20年期以上債券ETF基金,0,0.00%,0,0.00%,0,0.00%,5511230,0.01%,3674158,0.01%,0,0.00%,778365,0.00%,9963753,0.02%
AH22,76317984,中國信託美國高評級市政債券ETF基金 (本子基金並無保證收益及配息),0,0.00%,0,0.00%,0,0.00%,118705,0.05%,39567,0.02%,0,0.00%,110629,0.05%,268901,0.11%
AH22,76317990,中國信託新興市場0-5年期美元政府債券ETF基金 (本子基金有 一定 比重投資於非投資等級之高風險債券 且基金並無保證收益及配息),0,0.00%,0,0.00%,0,0.00%,8188415,0.05%,2631993,0.01%,0,0.00%,1133472,0.01%,11953880,0.07%
AH22,76318219,中國信託新興亞洲(不含中國)美元精選綜合債券ETF基金 (本子基金有一定比重投資於非投資等級之高風險債券且基金並無保證收益及配息),0,0.00%,0,0.00%,0,0.00%,2679421,0.06%,688999,0.01%,0,0.00%,407141,0.01%,3775561,0.08%
AH22,76348728,中國信託美國政府0至1年期債券ETF基金 (本基金之配息來源可能為收益平準金),0,0.00%,0,0.00%,0,0.00%,1079078,0.02%,647441,0.01%,0,0.00%,210063,0.00%,1936582,0.03%
AH22,76348733,中國信託10年期以上電信業美元公司債券ETF基金 (本基金之配息來源可能為收益平準金),0,0.00%,0,0.00%,0,0.00%,7482191,0.04%,2693593,0.01%,0,0.00%,1014388,0.01%,11190172,0.06%
AH22,76348749,中國信託20年期以上BBB級美元公司債券ETF基金 (本基金之配息來源可能為收益平準金),0,0.00%,0,0.00%,0,0.00%,12188761,0.05%,3482505,0.01%,0,0.00%,1622619,0.01%,17293885,0.06%
AJ2,77553985,中國信託亞太實質收息多重資產基金 (本基金之配息來源可能為本金),267625,0.20%,68259,0.05%,0,0.00%,396970,0.29%,55143,0.04%,0,0.00%,21708,0.02%,809705,0.59%
AA2,88095895,中國信託越南機會基金,15011040,0.10%,4190376,0.03%,0,0.00%,50574267,0.32%,7141004,0.05%,0,0.00%,164542,0.00%,77081229,0.49%
AH22,88134166,中國信託15年期以上新興市場美元主權低碳債券ETF基金 (本基金非屬環境、社會及治理相關主題基金),0,0.00%,0,0.00%,0,0.00%,1112734,0.05%,593462,0.03%,0,0.00%,213919,0.01%,1920115,0.08%
AH22,88134172,中國信託15年期以上已開發市場ESG投資級美元公司債券ETF基金 (本基金之配息來源可能為收益平準金),0,0.00%,0,0.00%,0,0.00%,65900,0.03%,26357,0.01%,0,0.00%,37663,0.02%,129920,0.06%
AH21,88134187,中國信託恒生中國高股息ETF基金 (本子基金之配息來源可能為收益平準金且基金並無保證收益及配息),5837771,0.02%,2947164,0.01%,7221866,0.02%,26374724,0.07%,9377680,0.03%,0,0.00%,3301082,0.01%,40616555,0.11%
AH11,88182265,中國信託臺灣ESG永續關鍵半導體ETF基金,17747174,0.06%,27149063,0.09%,6712738,0.02%,18723959,0.06%,1638347,0.01%,0,0.00%,4270440,0.01%,62816245,0.22%
AH11,88195183,中國信託特選小資高價30ETF基金,131081,0.00%,404131,0.01%,264048,0.01%,2779146,0.06%,243182,0.01%,0,0.00%,383016,0.01%,3676508,0.09%
AH11,88231049,中國信託臺灣綠能及電動車ETF基金 (本基金非屬環境、社會及治理相關主題基金),781005,0.01%,2887532,0.05%,3886673,0.07%,3563195,0.06%,311783,0.01%,0,0.00%,459665,0.01%,4116507,0.07%
AJ2,88253351,中國信託科技趨勢多重資產基金 (本基金有相當比重投資於非投資等級之高風險債券且本基金之配息來源可能為本金),411737,0.01%,0,0.00%,0,0.00%,9909709,0.27%,1544766,0.04%,0,0.00%,24568,0.00%,11890780,0.32%
AH21,88261134,中國信託電池及儲能科技ETF基金,1591875,0.03%,423726,0.01%,1730212,0.04%,6813770,0.15%,1514174,0.03%,0,0.00%,682059,0.01%,9295392,0.20%
AJ2,88281188,中國信託 ESG 碳商機多重資產基金 (本基金有相當比重投資於非投資等級之高風險債券且本基金之配息來源可能為本金),9495,0.00%,0,0.00%,0,0.00%,977299,0.27%,149463,0.04%,0,0.00%,21019,0.01%,1157276,0.33%
AH11,88319403,中國信託臺灣智慧50ETF基金,460237,0.04%,871992,0.07%,259667,0.02%,835527,0.06%,73109,0.01%,0,0.00%,217372,0.02%,2198570,0.17%
AH21,88326299,中國信託特選金融及數據ETF基金,1894562,0.14%,48315,0.00%,2449101,0.19%,1897929,0.14%,421763,0.03%,0,0.00%,234431,0.02%,2047899,0.16%
AJ2,88346529,中國信託ESG金融收益多重資產基金 (本基金有相當比重投資於非投資等級之高風險債券且本基金之配息來源可能為本金),181139,0.01%,88897,0.01%,0,0.00%,3312471,0.27%,513183,0.04%,0,0.00%,27479,0.00%,4123169,0.34%
AH11,88398743,中國信託上櫃ESG 30 ETF基金,102310,0.02%,271287,0.04%,320406,0.05%,391457,0.06%,34242,0.01%,0,0.00%,136301,0.02%,615191,0.10%
AJ2,93108097,中國信託成長轉機多重資產基金 (本基金有相當比重投資於非投資等級之高風險債券且本基金之配息來源可能為本金),117567,0.01%,0,0.00%,0,0.00%,3625301,0.27%,554452,0.04%,0,0.00%,26510,0.00%,4323830,0.33%
AH11,93150242,中國信託臺灣優選成長高股息ETF基金 (基金之配息來源可能為收益平準金 且 基金並無保證收益及配息),658637,0.01%,2469297,0.02%,2865141,0.03%,5007672,0.05%,584234,0.01%,0,0.00%,742330,0.01%,6597029,0.06%
AH21,93176279,中國信託上游半導體ETF基金,3061701,0.03%,114805,0.00%,1384290,0.01%,15353701,0.15%,3411942,0.03%,0,0.00%,1422483,0.01%,21980342,0.21%
AC21,93218524,中國信託高評級策略收益債券基金 (本基金有相當比重投資於非投資等級之高風險債券且本基金之配息來源可能為本金),34273,0.00%,0,0.00%,0,0.00%,5965413,0.19%,994240,0.03%,0,0.00%,26510,0.00%,7020436,0.23%
AH22,93218545,中國信託15年期以上已開發市場投資級優化收益ESG美元公司債券ETF基金 (本子基金之配息來源可能為收益平準金並無保證收益及配息),0,0.00%,0,0.00%,0,0.00%,12308867,0.03%,3692667,0.01%,0,0.00%,1060931,0.00%,17062465,0.04%
AH21,512630,中國信託日經高股息50 ETF基金 (本子基金之配息來源可能為收益平準金且基金並無保證收益及配息),91003,0.02%,0,0.00%,168044,0.05%,295288,0.08%,88581,0.02%,0,0.00%,79723,0.02%,386551,0.11%
AH21,512646,中國信託日本商社及批發ETF基金,3896420,0.06%,0,0.00%,6851231,0.10%,6506544,0.10%,1626643,0.02%,0,0.00%,989897,0.01%,6168273,0.09%
AH21,512651,中國信託日本半導體ETF基金,1158387,0.10%,0,0.00%,1044806,0.09%,1138317,0.10%,284580,0.02%,0,0.00%,221048,0.02%,1757526,0.15%
AH21,527296,中國信託亞太高股息ETF基金 (本子基金之配息來源可能為收益平準金且基金並無保證收益及配息),255835,0.06%,32146,0.01%,471013,0.11%,483973,0.11%,138280,0.03%,0,0.00%,181888,0.04%,621109,0.14%
AH21,527303,中國信託全球高股息ETF基金 (本子基金之配息來源可能為收益平準金且本子基金並無保證收益及配息),49535,0.00%,8,0.00%,71411,0.01%,1264428,0.11%,361266,0.03%,0,0.00%,217652,0.02%,1821478,0.16%
AH21,568922,中國信託NASDAQ 100 ETF基金,219182,0.01%,0,0.00%,49609,0.00%,1686837,0.05%,787198,0.02%,0,0.00%,517813,0.01%,3161421,0.09%
AH21,568937,中國信託美國創新科技ETF基金,181016,0.01%,0,0.00%,250724,0.01%,854131,0.05%,341647,0.02%,0,0.00%,268459,0.02%,1394529,0.08%
AA2,568943,中國信託美國聚焦成長基金,272870,0.02%,0,0.00%,0,0.00%,5066059,0.28%,578987,0.03%,0,0.00%,26510,0.00%,5944426,0.33%
AL21,586267,中國信託ARK創新主動式ETF基金,802689,0.02%,0,0.00%,657450,0.02%,5533410,0.16%,830008,0.02%,0,0.00%,75683,0.00%,6584340,0.19%
AL22,606159,中國信託價值策略非投資等級債券主動式ETF基金 (本子基金之配息來源可能為收益平準金並無保證收益及配息),0,0.00%,0,0.00%,0,0.00%,5857004,0.12%,780934,0.02%,0,0.00%,100397,0.00%,6738335,0.14%
AJ2,644999,中國信託策略優利多重資產基金 (本基金有相當比重投資於非投資等級之高風險債券且基金配息來源可能為本金及基金並無保證收益及配息),3077522,0.03%,47321,0.00%,0,0.00%,23677773,0.27%,3746226,0.04%,0,0.00%,26510,0.00%,30575352,0.34%
AL11,653201,中國信託台灣卓越成長主動式ETF基金,3306964,0.10%,1271373,0.04%,2779338,0.08%,3231428,0.10%,151237,0.00%,0,0.00%,157366,0.00%,5339030,0.16%
AA1,73982057,宏利臺灣股息收益基金 (本基金配息來源可能為本金及收益平準金且並無保證收益及配息),938866,0.08%,1422614,0.12%,0,0.00%,3058234,0.25%,286714,0.02%,0,0.00%,28456,0.00%,5734884,0.47%
AD1,83863973,宏利萬利貨幣市場基金,0,0.00%,0,0.00%,0,0.00%,16903,0.01%,16903,0.01%,0,0.00%,23264,0.01%,57070,0.03%
AA1,17144889,宏利台灣動力基金,698008,0.09%,1117304,0.15%,0,0.00%,1627721,0.22%,174433,0.02%,0,0.00%,27487,0.00%,3644953,0.49%
AA2,48916256,宏利精選中華基金,201349,0.04%,112218,0.02%,0,0.00%,1366134,0.28%,189747,0.04%,0,0.00%,28866,0.01%,1898314,0.39%
AC21,25630146,宏利亞太入息債券基金 (本基金之配息來源可能為本金),0,0.00%,0,0.00%,0,0.00%,3239712,0.16%,550748,0.03%,0,0.00%,31755,0.00%,3822215,0.18%
AA2,25677726,宏利亞太中小企業基金,119713,0.04%,4643,0.00%,0,0.00%,862073,0.28%,158052,0.05%,0,0.00%,25797,0.01%,1170278,0.38%
AC23,26258187,宏利新興市場非投資等級債券基金 (本基金之配息來源可能為本金),0,0.00%,0,0.00%,0,0.00%,3417412,0.23%,592350,0.04%,0,0.00%,40028,0.00%,4049790,0.28%
AC21,26389097,宏利中國離岸債券基金 (本基金之配息來源可能為本金),0,0.00%,0,0.00%,0,0.00%,987840,0.16%,167937,0.03%,0,0.00%,29851,0.00%,1185628,0.19%
AA2,42450034,宏利全球動力股票基金,65714,0.01%,0,0.00%,0,0.00%,1797315,0.28%,269596,0.04%,0,0.00%,28141,0.00%,2160766,0.34%
AA2,72967971,宏利特別股息收益基金 (本基金配息來源可能為本金),0,0.00%,0,0.00%,0,0.00%,1710021,0.28%,266002,0.04%,0,0.00%,30699,0.01%,2006722,0.33%
AC21,75972033,宏利澳洲優選債券收益基金 (本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),0,0.00%,0,0.00%,0,0.00%,1652380,0.18%,287369,0.03%,0,0.00%,33573,0.00%,1973322,0.21%
