類型代號,基金統編,基金名稱,手續費_累積金額,手續費_比率,交易稅_累積金額,交易稅_比率,經理費_累積金額,經理費_比率,保管費_累積金額,保管費_比率,其他項費用_累積金額,其他項費用_比率,合計_累積金額,合計_比率
2,14293674,玉山登峰基金,20166922,0.93%,22444670,1.03%,35242412,1.62%,3318819,0.15%,545311,0.03%,81718134,3.76%
6,14553777,玉山新紀元債券基金,0,0.00%,0,0.00%,100876160,0.35%,23057407,0.08%,1721385,0.01%,125654952,0.43%
5,14939180,玉山金典平衡基金,10359128,1.32%,10333648,1.32%,9753519,1.24%,975352,0.12%,290486,0.04%,31712133,4.04%
5,98770811,玉山金如意平衡基金,2694031,0.12%,2524377,0.11%,10922219,0.50%,1092213,0.05%,12837,0.00%,17245677,0.78%
2,14694495,中興台灣基金,25461158,0.78%,32168958,0.98%,55418537,1.69%,5195478,0.16%,400,0.00%,118244531,3.61%
6,15566790,中興平安基金,0,0.00%,0,0.00%,58418337,0.35%,13352761,0.08%,6121,0.00%,71777219,0.43%
2,80892778,中興中小型基金,2295980,0.65%,2240058,0.63%,4681137,1.32%,438852,0.12%,399,0.00%,9656426,2.71%
5,98760124,中興幸福基金,4072872,0.19%,3889949,0.18%,11814954,0.56%,1181491,0.06%,1980,0.00%,20961246,0.99%
2,14703109,國票遠見基金,10529514,0.37%,15852829,0.55%,49335939,1.71%,4627308,0.16%,520369,0.02%,80865959,2.81%
6,98753931,國票勝利債券基金,0,0.00%,0,0.00%,1078943,0.25%,246627,0.06%,48504,0.01%,1374074,0.32%
5,99016270,國票平衡基金,856249,0.05%,167077,0.01%,6682016,0.36%,668198,0.04%,77057,0.00%,8450597,0.45%
2,15733973,第一富蘭克林第一富基金,14687118,0.50%,20696840,0.70%,51451415,1.73%,4823568,0.16%,840,0.00%,91659781,3.09%
